url,error
https://www.centralmaine.com/2025/08/22/waterville-writer-says-so-long-gang-column/,404 Client Error: Not Found for url: https://www.centralmaine.com/2025/08/22/waterville-writer-says-so-long-gang-column/
https://www.sunjournal.com/2025/06/05/ahead-of-tuesdays-elections-read-our-coverage-of-local-issues-and-races-on-the-ballot/,No <p> text found.
https://www.sunjournal.com/2025/08/26/lewistons-wlam-radio-signs-off-after-78-years/,404 Client Error: Not Found for url: https://www.sunjournal.com/2025/08/26/lewistons-wlam-radio-signs-off-after-78-years/
https://www.sunjournal.com/2025/08/16/photos-saturday-at-the-lewiston-auburn-balloon-festival/,No <p> text found.
https://www.centralmaine.com/2025/01/10/central-maine-arrest-log-jan-4-10/,404 Client Error: Not Found for url: https://www.centralmaine.com/2025/01/10/central-maine-arrest-log-jan-4-10/
https://www.sunjournal.com/2025/02/15/see-where-more-than-200-reports-of-gunfire-were-investigated-in-lewiston/,No <p> text found.
http://www.pressherald.com/2026/01/12/maine-voices-live-with-gabe-hoffman-johnson/,404 Client Error: Not Found for url: https://www.pressherald.com/2026/01/12/maine-voices-live-with-gabe-hoffman-johnson/
https://www.pressherald.com/2025/08/27/2025-press-herald-fall-sports-preview/,404 Client Error: Not Found for url: https://www.pressherald.com/2025/08/27/2025-press-herald-fall-sports-preview/
https://www.centralmaine.com/2024/12/27/central-maine-arrest-log-dec-21-27/,404 Client Error: Not Found for url: https://www.centralmaine.com/2024/12/27/central-maine-arrest-log-dec-21-27/
https://www.centralmaine.com/2025/01/03/central-maine-arrest-log-dec-28-jan-3/,404 Client Error: Not Found for url: https://www.centralmaine.com/2025/01/03/central-maine-arrest-log-dec-28-jan-3/
https://www.centralmaine.com/2025/08/25/fallout-from-canada-letter-includes-a-call-for-boycotts-letter-2/,404 Client Error: Not Found for url: https://www.centralmaine.com/2025/08/25/fallout-from-canada-letter-includes-a-call-for-boycotts-letter-2/
https://www.centralmaine.com/2025/03/26/making-room-for-ministry-in-waterville/,No <p> text found.
https://www.pressherald.com/2025/08/02/live-nation-could-be-a-death-knell-for-portland-opinion/,404 Client Error: Not Found for url: https://www.pressherald.com/2025/08/02/live-nation-could-be-a-death-knell-for-portland-opinion/
https://www.pressherald.com/2025/03/15/looking-for-things-to-do-in-maine-sign-up-for-text-alerts/,No <p> text found.
https://www.pressherald.com/2025/08/21/music-may-feed-the-soul-but-maine-concert-venues-have-to-feed-the-band/,404 Client Error: Not Found for url: https://www.pressherald.com/2025/08/21/music-may-feed-the-soul-but-maine-concert-venues-have-to-feed-the-band/
https://www.centralmaine.com/2025/01/17/central-maine-arrest-log-jan-11-17/,404 Client Error: Not Found for url: https://www.centralmaine.com/2025/01/17/central-maine-arrest-log-jan-11-17/
https://www.sunjournal.com/2024/10/11/androscoggin-county-criminal-court-138/,404 Client Error: Not Found for url: https://www.sunjournal.com/2024/10/11/androscoggin-county-criminal-court-138/
https://www.centralmaine.com/2025/08/24/china-to-vote-on-giving-up-215-year-old-easement-behind-the-landing/,404 Client Error: Not Found for url: https://www.centralmaine.com/2025/08/24/china-to-vote-on-giving-up-215-year-old-easement-behind-the-landing/
https://www.sunjournal.com/2025/01/23/androscoggin-county-arrests-jan-15-jan-23-2025/,404 Client Error: Not Found for url: https://www.sunjournal.com/2025/01/23/androscoggin-county-arrests-jan-15-jan-23-2025/
http://www.pressherald.com/2026/01/09/adu-housing-summit-expo/,404 Client Error: Not Found for url: https://www.pressherald.com/2026/01/09/adu-housing-summit-expo/
https://www.pressherald.com/2025/02/12/maine-state-police-lay-to-rest-k9-preacher-killed-in-line-of-duty/,No <p> text found.
https://www.pressherald.com/2025/03/10/honduras-man-arrested-after-evading-wiscasset-police-for-8-hours/,404 Client Error: Not Found for url: https://www.pressherald.com/2025/03/10/honduras-man-arrested-after-evading-wiscasset-police-for-8-hours/
https://www.sunjournal.com/2024/10/04/androscoggin-county-criminal-court-135/,404 Client Error: Not Found for url: https://www.sunjournal.com/2024/10/04/androscoggin-county-criminal-court-135/
https://www.centralmaine.com/2025/08/30/west-gardiner-pfficials-delay-decision-on-school-board-appointment/,404 Client Error: Not Found for url: https://www.centralmaine.com/2025/08/30/west-gardiner-pfficials-delay-decision-on-school-board-appointment/
https://www.pressherald.com/2025/08/29/vote-to-restore-trust-and-confidence-in-maines-elections-letter-2/,404 Client Error: Not Found for url: https://www.pressherald.com/2025/08/29/vote-to-restore-trust-and-confidence-in-maines-elections-letter-2/
https://www.centralmaine.com/2024/12/20/central-maine-arrest-log-dec-14-20/,404 Client Error: Not Found for url: https://www.centralmaine.com/2024/12/20/central-maine-arrest-log-dec-14-20/
http://www.pressherald.com/2025/09/05/is-living-in-southern-maine-on-your-bucket-list-check-it-off-with-this-home-in-the-pinecrest-community/,No <article> tag found.
https://www.sunjournal.com/2025/08/24/live-updates-from-the-oxford-250/,404 Client Error: Not Found for url: https://www.sunjournal.com/2025/08/24/live-updates-from-the-oxford-250/
https://www.pressherald.com/2025/03/29/are-you-concerned-about-a-recession/,No <p> text found.
https://www.sunjournal.com/2024/10/08/androscoggin-county-criminal-court-136/,404 Client Error: Not Found for url: https://www.sunjournal.com/2024/10/08/androscoggin-county-criminal-court-136/
https://www.pressherald.com/2025/05/09/is-living-in-southern-maine-on-your-bucket-list-check-it-off-with-this-home-in-the-pinecrest-community/,No <article> tag found.
https://www.pressherald.com/2025/08/28/fellowship-of-the-lathe-brings-woodcraft-to-downtown-bath/,404 Client Error: Not Found for url: https://www.pressherald.com/2025/08/28/fellowship-of-the-lathe-brings-woodcraft-to-downtown-bath/
https://www.sunjournal.com/2025/08/11/limitless-wrestling-puts-on-a-show-in-lewiston/,No <p> text found.
https://www.centralmaine.com/2024/11/08/central-maine-arrest-log-nov-2-8/,404 Client Error: Not Found for url: https://www.centralmaine.com/2024/11/08/central-maine-arrest-log-nov-2-8/
https://www.centralmaine.com/2024/11/15/central-maine-arrest-log-nov-9-15/,404 Client Error: Not Found for url: https://www.centralmaine.com/2024/11/15/central-maine-arrest-log-nov-9-15/
https://www.centralmaine.com/2024/12/13/central-maine-arrest-log-dec-7-13/,404 Client Error: Not Found for url: https://www.centralmaine.com/2024/12/13/central-maine-arrest-log-dec-7-13/
https://www.sunjournal.com/2023/06/16/photos-cooper-flagg-and-maine-united-practice-in-auburn/,No <p> text found.
https://www.pressherald.com/2024/11/05/maine-statewide-and-town-by-town-votes-for-the-2024-u-s-presidential-race/,No <p> text found.
https://www.pressherald.com/2025/02/27/u-s-marshals-arrest-men-in-maine-facing-charges-in-minnesota-new-hampshire/,404 Client Error: Not Found for url: https://www.pressherald.com/2025/02/27/u-s-marshals-arrest-men-in-maine-facing-charges-in-minnesota-new-hampshire/
https://www.centralmaine.com/2024/09/20/central-maine-arrest-log-sept-14-20/,404 Client Error: Not Found for url: https://www.centralmaine.com/2024/09/20/central-maine-arrest-log-sept-14-20/
https://www.pressherald.com/2025/08/30/portland-should-not-collaborate-with-ice-letter-2/,404 Client Error: Not Found for url: https://www.pressherald.com/2025/08/30/portland-should-not-collaborate-with-ice-letter-2/
https://www.pressherald.com/2025/08/25/windham-hunting-guide-reflects-on-jumping-into-action-following-shooting/,404 Client Error: Not Found for url: https://www.pressherald.com/2025/08/25/windham-hunting-guide-reflects-on-jumping-into-action-following-shooting/
https://www.centralmaine.com/2024/08/16/central-maine-arrest-log-aug-10-16/,404 Client Error: Not Found for url: https://www.centralmaine.com/2024/08/16/central-maine-arrest-log-aug-10-16/
https://www.pressherald.com/2025/09/02/weve-seen-this-unsettling-story-before-letter-2/,404 Client Error: Not Found for url: https://www.pressherald.com/2025/09/02/weve-seen-this-unsettling-story-before-letter-2/
https://www.pressherald.com/2025/08/26/maine-isnt-safe-from-ice-overreach-letter-2/,404 Client Error: Not Found for url: https://www.pressherald.com/2025/08/26/maine-isnt-safe-from-ice-overreach-letter-2/
https://www.sunjournal.com/2025/08/25/forecasting-mayhem-in-lewiston-how-hard-can-it-be-column/,404 Client Error: Not Found for url: https://www.sunjournal.com/2025/08/25/forecasting-mayhem-in-lewiston-how-hard-can-it-be-column/
https://www.pressherald.com/2025/03/03/throwback-photos-famous-maine-women-margaret-chase-smith-bette-davis-and-joan-benoit/,No <p> text found.
https://www.centralmaine.com/2024/10/04/central-maine-arrest-log-sept-28-oct-4/,404 Client Error: Not Found for url: https://www.centralmaine.com/2024/10/04/central-maine-arrest-log-sept-28-oct-4/
https://www.pressherald.com/2025/09/01/check-out-six-historical-photos-that-capture-maines-fall-fairs/,404 Client Error: Not Found for url: https://www.pressherald.com/2025/09/01/check-out-six-historical-photos-that-capture-maines-fall-fairs/
https://www.pressherald.com/2025/06/17/no-kings-rally-draws-3000-protesters-to-bath-2/,404 Client Error: Not Found for url: https://www.pressherald.com/2025/06/17/no-kings-rally-draws-3000-protesters-to-bath-2/
https://www.centralmaine.com/2024/08/23/central-maine-arrest-log-aug-17-23-2024/,404 Client Error: Not Found for url: https://www.centralmaine.com/2024/08/23/central-maine-arrest-log-aug-17-23-2024/
https://www.sunjournal.com/2025/01/17/androscoggin-county-arrests-jan-10-15-2025/,404 Client Error: Not Found for url: https://www.sunjournal.com/2025/01/17/androscoggin-county-arrests-jan-10-15-2025/
https://www.sunjournal.com/2025/01/22/oxford-county-arrest-log-jan-17-21/,404 Client Error: Not Found for url: https://www.sunjournal.com/2025/01/22/oxford-county-arrest-log-jan-17-21/
https://www.centralmaine.com/2024/07/26/central-maine-arrest-log-july-20-26-2024/,404 Client Error: Not Found for url: https://www.centralmaine.com/2024/07/26/central-maine-arrest-log-july-20-26-2024/
https://www.centralmaine.com/2024/11/22/central-maine-arrest-log-nov-16-22/,404 Client Error: Not Found for url: https://www.centralmaine.com/2024/11/22/central-maine-arrest-log-nov-16-22/
https://www.pressherald.com/2024/11/08/yarmouth-doctor-accused-of-sex-trafficking-and-running-illicit-massage-business/,404 Client Error: Not Found for url: https://www.pressherald.com/2024/11/08/yarmouth-doctor-accused-of-sex-trafficking-and-running-illicit-massage-business/
https://www.centralmaine.com/2024/10/18/central-maine-arrest-log-oct-12-18-2024/,404 Client Error: Not Found for url: https://www.centralmaine.com/2024/10/18/central-maine-arrest-log-oct-12-18-2024/
https://www.centralmaine.com/2024/11/01/central-maine-arrest-log-oct-26-nov-1/,404 Client Error: Not Found for url: https://www.centralmaine.com/2024/11/01/central-maine-arrest-log-oct-26-nov-1/
https://www.centralmaine.com/2024/08/19/central-maine-school-news/,No <p> text found.
https://www.sunjournal.com/2024/09/12/androscoggin-county-criminal-court-125/,404 Client Error: Not Found for url: https://www.sunjournal.com/2024/09/12/androscoggin-county-criminal-court-125/
https://www.centralmaine.com/2024/06/28/central-maine-arrest-log-june-21-28-2024/,404 Client Error: Not Found for url: https://www.centralmaine.com/2024/06/28/central-maine-arrest-log-june-21-28-2024/
https://www.centralmaine.com/2024/09/13/central-maine-arrest-log-sept-6-13/,404 Client Error: Not Found for url: https://www.centralmaine.com/2024/09/13/central-maine-arrest-log-sept-6-13/
https://www.centralmaine.com/2024/09/06/central-maine-arrest-log-aug-31-sept-6/,404 Client Error: Not Found for url: https://www.centralmaine.com/2024/09/06/central-maine-arrest-log-aug-31-sept-6/
https://www.centralmaine.com/2024/09/27/central-maine-arrest-log-sept-21-27/,404 Client Error: Not Found for url: https://www.centralmaine.com/2024/09/27/central-maine-arrest-log-sept-21-27/
https://www.centralmaine.com/2025/08/29/waterville-writer-attempts-to-mail-chinese-food-column/,404 Client Error: Not Found for url: https://www.centralmaine.com/2025/08/29/waterville-writer-attempts-to-mail-chinese-food-column/
https://www.sunjournal.com/2024/09/17/androscoggin-county-criminal-court-127/,404 Client Error: Not Found for url: https://www.sunjournal.com/2024/09/17/androscoggin-county-criminal-court-127/
https://www.sunjournal.com/2025/08/27/get-ready-for-the-2025-fall-sports-season-with-the-sun-journal-preview/,404 Client Error: Not Found for url: https://www.sunjournal.com/2025/08/27/get-ready-for-the-2025-fall-sports-season-with-the-sun-journal-preview/
https://www.centralmaine.com/2024/08/09/central-maine-arrest-log-aug-3-9-2024/,404 Client Error: Not Found for url: https://www.centralmaine.com/2024/08/09/central-maine-arrest-log-aug-3-9-2024/
https://www.pressherald.com/2025/08/31/a-new-phenomenon-has-arrived-on-maines-political-landscape-jim-fossel/,404 Client Error: Not Found for url: https://www.pressherald.com/2025/08/31/a-new-phenomenon-has-arrived-on-maines-political-landscape-jim-fossel/
